city,area,parking_lot_name,day_of_week,time_of_day,is_weekend,is_holiday,weather_condition,temperature_c,traffic_density,distance_from_user_km,vehicle_type,base_price,dynamic_multiplier,final_price,event_nearby,total_slots,occupied_slots,free_slots,slots_free_in_15min,future_bookings_15min,availability_score
Pune,Magarpatta,seasons_mall,Wednesday,20.5,0,0,Clear,37.9,0.464,23.91,motorcycle,50.0,1.04,52.0,1,600,162,438,457,144,0.6637
Pune,Kharadi,eon_it_park,Tuesday,8.62,0,0,Rainy,27.4,1.0,20.57,car,50.0,1.8,90.0,0,350,343,7,49,2,0.02
Pune,Hadapsar,amanora_mall,Saturday,8.77,1,0,Cloudy,27.9,0.751,22.83,car,50.0,1.0,50.0,0,800,278,522,541,155,0.5135
Pune,Magarpatta,seasons_mall,Tuesday,11.43,0,0,Rainy,27.5,0.866,11.53,car,50.0,2.34,117.0,1,600,588,12,89,3,0.02
Pune,Kharadi,kharadi_it_park,Thursday,14.25,0,0,Clear,30.5,0.76,10.45,scooter,50.0,1.5,75.0,0,400,378,22,59,8,0.0463
Pune,Kharadi,pict_campus,Sunday,16.4,1,0,Clear,16.0,0.409,10.34,scooter,50.0,1.3,65.0,1,500,217,283,309,84,0.6152
Pune,Kharadi,eon_it_park,Thursday,17.92,0,0,Rainy,24.6,1.0,13.25,motorcycle,50.0,2.34,117.0,1,350,343,7,45,2,0.1607
Pune,Hadapsar,amanora_mall,Monday,12.68,0,0,Clear,20.6,0.792,12.13,car,50.0,1.2,60.0,0,800,630,170,220,33,0.2364
Pune,Kharadi,kharadi_it_park,Monday,21.58,0,0,Rainy,26.3,0.322,22.57,motorcycle,50.0,1.2,60.0,0,400,140,260,275,115,0.6416
Pune,Kharadi,pict_campus,Sunday,7.85,1,0,Cloudy,23.3,0.126,18.87,car,50.0,1.04,52.0,1,500,25,475,477,114,0.98
Pune,Kharadi,pict_campus,Tuesday,16.72,0,0,Cloudy,29.6,0.735,8.24,scooter,50.0,1.5,75.0,0,500,434,66,130,10,0.02
Pune,Hadapsar,amanora_mall,Friday,15.6,0,0,Rainy,24.8,0.922,3.44,car,50.0,1.8,90.0,0,800,655,145,236,59,0.2107
Pune,Kharadi,pict_campus,Wednesday,16.08,0,0,Cloudy,20.8,0.656,17.86,car,50.0,1.5,75.0,0,500,467,33,98,9,0.0299
Pune,Magarpatta,seasons_mall,Wednesday,18.13,0,0,Clear,40.1,0.915,24.76,car,50.0,1.0,50.0,0,600,261,339,353,112,0.7064
Pune,Kharadi,eon_it_park,Sunday,18.1,1,0,Clear,29.9,0.987,22.93,motorcycle,50.0,0.8,40.0,0,350,64,286,293,89,0.9219
Pune,Kharadi,eon_it_park,Monday,11.97,0,0,Cloudy,32.3,0.405,6.64,car,50.0,1.5,75.0,0,350,284,66,91,15,0.0672
Pune,Kharadi,eon_it_park,Thursday,14.03,0,0,Cloudy,16.8,0.693,19.12,scooter,50.0,1.5,75.0,0,350,329,21,58,3,0.2004
Pune,Hadapsar,amanora_mall,Saturday,8.63,1,0,Rainy,25.2,1.0,14.78,car,50.0,1.2,60.0,0,800,276,524,541,232,0.445
Pune,Kharadi,pict_campus,Thursday,18.73,0,0,Cloudy,22.3,0.731,10.6,scooter,50.0,1.2,60.0,0,500,314,186,225,28,0.4571
Pune,Kharadi,pict_campus,Wednesday,8.07,0,0,Clear,20.4,0.744,4.29,car,50.0,1.95,97.5,1,500,490,10,52,3,0.02
Pune,Magarpatta,seasons_mall,Sunday,20.7,1,0,Clear,26.6,0.225,9.27,scooter,50.0,0.8,40.0,0,600,30,570,573,172,0.8581
Pune,Kharadi,eon_it_park,Wednesday,6.75,0,0,Cloudy,25.2,0.1,17.74,car,50.0,0.8,40.0,0,350,78,272,278,64,0.8417
Pune,Kharadi,eon_it_park,Friday,12.52,0,0,Clear,26.8,0.467,2.4,car,50.0,1.5,75.0,0,350,343,7,38,2,0.0747
Pune,Kharadi,eon_it_park,Monday,16.8,0,0,Cloudy,24.9,0.723,5.01,motorcycle,50.0,1.5,75.0,0,350,333,17,34,2,0.0403
Pune,Hadapsar,amanora_mall,Tuesday,15.92,0,0,Clear,30.7,0.76,2.66,car,50.0,1.95,97.5,1,800,784,16,131,3,0.02
Pune,Kharadi,pict_campus,Friday,19.08,0,0,Cloudy,25.3,0.603,19.33,car,50.0,1.0,50.0,0,500,293,207,238,40,0.3645
Pune,Kharadi,eon_it_park,Thursday,19.98,0,0,Cloudy,24.3,0.877,12.66,scooter,50.0,1.2,60.0,0,350,239,111,131,42,0.5234
Pune,Kharadi,kharadi_it_park,Saturday,12.6,1,0,Cloudy,19.0,0.563,24.98,motorcycle,50.0,1.0,50.0,0,400,180,220,237,85,0.4893
Pune,Kharadi,eon_it_park,Sunday,6.62,1,0,Clear,28.8,0.239,19.43,car,50.0,0.8,40.0,0,350,56,294,301,78,0.8677
Pune,Hadapsar,amanora_mall,Thursday,16.77,0,0,Clear,31.2,0.499,12.98,scooter,50.0,1.2,60.0,0,800,496,304,375,70,0.3857
Pune,Kharadi,kharadi_it_park,Monday,19.58,0,0,Clear,26.4,0.717,1.89,car,50.0,1.2,60.0,0,400,243,157,170,45,0.4728
Pune,Kharadi,eon_it_park,Wednesday,21.17,0,0,Cloudy,31.0,0.137,15.97,car,50.0,0.8,40.0,0,350,57,293,297,94,0.72
Pune,Magarpatta,seasons_mall,Sunday,7.05,1,0,Cloudy,34.5,0.116,22.12,car,50.0,0.8,40.0,0,600,87,513,524,205,0.9301
Pune,Kharadi,kharadi_it_park,Tuesday,15.52,0,0,Clear,31.8,0.623,8.76,motorcycle,50.0,1.5,75.0,0,400,392,8,34,2,0.02
Pune,Kharadi,pict_campus,Tuesday,13.27,0,0,Clear,32.1,0.455,10.75,scooter,50.0,1.5,75.0,0,500,405,95,117,41,0.1275
Pune,Kharadi,kharadi_it_park,Friday,17.3,0,0,Cloudy,19.8,0.71,3.95,scooter,50.0,1.2,60.0,0,400,252,148,169,56,0.5448
Pune,Hadapsar,amanora_mall,Tuesday,13.03,0,0,Clear,24.2,0.71,2.74,motorcycle,50.0,1.2,60.0,0,800,608,192,248,57,0.2442
Pune,Magarpatta,seasons_mall,Wednesday,11.83,0,0,Clear,21.5,0.678,21.53,scooter,50.0,1.0,50.0,0,600,352,248,286,54,0.387
Pune,Kharadi,eon_it_park,Friday,21.2,0,0,Cloudy,19.7,0.1,1.08,car,50.0,0.8,40.0,0,350,65,285,293,87,0.9039
Pune,Kharadi,pict_campus,Sunday,15.1,1,0,Cloudy,30.9,0.552,11.51,car,50.0,1.0,50.0,0,500,190,310,320,83,0.7287
Pune,Kharadi,pict_campus,Wednesday,12.53,0,0,Cloudy,15.4,0.479,4.28,scooter,50.0,1.2,60.0,0,500,399,101,126,20,0.2565
Pune,Magarpatta,seasons_mall,Tuesday,7.25,0,0,Clear,25.1,0.273,4.99,car,50.0,0.8,40.0,0,600,134,466,479,195,0.7367
Pune,Kharadi,pict_campus,Friday,15.28,0,0,Cloudy,36.5,0.554,15.4,motorcycle,50.0,1.5,75.0,0,500,453,47,114,16,0.1458
Pune,Kharadi,eon_it_park,Monday,9.8,0,0,Rainy,31.2,1.0,20.28,scooter,50.0,1.8,90.0,0,350,343,7,53,2,0.02
Pune,Kharadi,kharadi_it_park,Wednesday,13.78,0,0,Rainy,24.5,0.758,23.8,motorcycle,50.0,1.8,90.0,0,400,392,8,58,3,0.02
Pune,Magarpatta,seasons_mall,Saturday,7.05,1,0,Rainy,29.1,0.79,16.94,car,50.0,0.96,48.0,0,600,33,567,570,116,0.98
Pune,Magarpatta,seasons_mall,Friday,15.82,0,0,Clear,33.2,0.489,14.66,car,50.0,1.2,60.0,0,600,378,222,277,72,0.2496
Pune,Kharadi,kharadi_it_park,Sunday,16.2,1,0,Cloudy,30.2,0.463,10.58,motorcycle,50.0,1.0,50.0,0,400,157,243,254,61,0.4831
Pune,Magarpatta,seasons_mall,Wednesday,18.13,0,0,Cloudy,23.4,0.98,22.39,car,50.0,1.0,50.0,0,600,298,302,334,111,0.5942
Pune,Kharadi,kharadi_it_park,Sunday,13.98,1,0,Cloudy,29.6,0.647,9.06,scooter,50.0,1.0,50.0,0,400,130,270,284,103,0.5977
Pune,Kharadi,eon_it_park,Monday,13.93,0,0,Clear,27.5,0.734,2.51,car,50.0,1.5,75.0,0,350,333,17,37,7,0.02
Pune,Kharadi,pict_campus,Monday,19.13,0,0,Cloudy,28.5,0.872,16.16,car,50.0,1.0,50.0,0,500,290,210,242,47,0.6267
Pune,Kharadi,pict_campus,Thursday,10.68,0,0,Clear,33.5,0.713,21.41,scooter,50.0,1.5,75.0,0,500,490,10,60,1,0.02
Pune,Kharadi,eon_it_park,Thursday,7.28,0,0,Clear,20.9,0.473,10.52,car,50.0,0.8,40.0,0,350,49,301,307,101,0.8961
Pune,Kharadi,eon_it_park,Tuesday,13.82,0,0,Clear,31.5,0.709,14.54,car,50.0,1.5,75.0,0,350,310,40,66,17,0.02
Pune,Kharadi,eon_it_park,Monday,17.32,0,0,Cloudy,15.7,0.961,4.18,motorcycle,50.0,1.95,97.5,1,350,292,58,91,20,0.1432
Pune,Hadapsar,amanora_mall,Monday,19.63,0,0,Rainy,31.4,0.916,15.52,motorcycle,50.0,1.44,72.0,0,800,538,262,336,66,0.5738
Pune,Magarpatta,seasons_mall,Friday,7.0,0,0,Clear,33.1,0.475,13.21,car,50.0,0.8,40.0,0,600,45,555,558,136,0.81
Pune,Kharadi,kharadi_it_park,Tuesday,22.93,0,0,Cloudy,28.5,0.1,9.11,motorcycle,50.0,1.0,50.0,0,400,135,265,277,75,0.7554
Pune,Kharadi,kharadi_it_park,Tuesday,12.47,0,0,Cloudy,39.0,0.622,1.46,motorcycle,50.0,1.5,75.0,0,400,362,38,76,12,0.1229
Pune,Magarpatta,seasons_mall,Sunday,7.08,1,0,Cloudy,21.8,0.483,5.33,motorcycle,50.0,0.8,40.0,0,600,49,551,555,88,0.9758
Pune,Magarpatta,seasons_mall,Thursday,10.4,0,0,Clear,31.7,0.724,7.14,scooter,50.0,1.2,60.0,0,600,412,188,234,47,0.2793
Pune,Kharadi,pict_campus,Tuesday,13.4,0,0,Clear,35.0,0.477,0.98,motorcycle,50.0,1.5,75.0,0,500,400,100,150,16,0.0638
Pune,Hadapsar,amanora_mall,Saturday,10.87,1,0,Clear,23.1,0.906,23.59,car,50.0,0.8,40.0,0,800,193,607,617,248,0.6356
Pune,Kharadi,kharadi_it_park,Monday,12.77,0,0,Clear,36.3,0.588,13.2,car,50.0,1.5,75.0,0,400,392,8,32,3,0.0684
Pune,Kharadi,pict_campus,Monday,12.67,0,0,Clear,37.0,0.65,13.02,car,50.0,1.5,75.0,0,500,412,88,148,19,0.3174
Pune,Kharadi,kharadi_it_park,Thursday,22.55,0,0,Clear,37.5,0.274,3.3,bicycle,50.0,0.8,40.0,0,400,81,319,326,129,0.8586
Pune,Kharadi,eon_it_park,Saturday,8.57,1,0,Clear,36.5,0.756,15.81,motorcycle,50.0,1.56,78.0,1,350,253,97,111,18,0.2763
Pune,Kharadi,kharadi_it_park,Wednesday,20.2,0,0,Cloudy,20.1,0.423,18.32,scooter,50.0,0.8,40.0,0,400,86,314,321,54,0.7108
Pune,Kharadi,eon_it_park,Monday,9.17,0,0,Cloudy,29.0,0.788,8.47,scooter,50.0,1.5,75.0,0,350,343,7,43,1,0.0505
Pune,Kharadi,pict_campus,Monday,21.03,0,0,Cloudy,41.2,0.1,23.39,scooter,50.0,0.8,40.0,0,500,67,433,437,91,0.8122
Pune,Kharadi,pict_campus,Sunday,18.52,1,0,Clear,29.0,0.656,20.59,car,50.0,0.8,40.0,0,500,67,433,440,151,0.9308
Pune,Magarpatta,seasons_mall,Tuesday,8.2,0,0,Cloudy,19.8,0.975,1.35,car,50.0,1.0,50.0,0,600,338,262,300,114,0.2924
Pune,Hadapsar,amanora_mall,Saturday,12.62,1,0,Cloudy,18.1,0.69,23.53,car,50.0,1.0,50.0,0,800,287,513,534,153,0.668
Pune,Kharadi,kharadi_it_park,Sunday,10.77,1,0,Rainy,25.2,1.0,16.33,motorcycle,50.0,1.2,60.0,0,400,228,172,186,61,0.2452
Pune,Kharadi,pict_campus,Monday,19.02,0,0,Clear,36.5,0.87,10.37,scooter,50.0,1.56,78.0,1,500,378,122,175,49,0.3876
Pune,Magarpatta,seasons_mall,Tuesday,22.85,0,1,Clear,17.1,0.337,2.27,scooter,50.0,0.8,40.0,0,600,30,570,573,245,0.98
Pune,Hadapsar,amanora_mall,Sunday,14.98,1,0,Rainy,30.1,0.782,16.67,scooter,50.0,1.2,60.0,0,800,279,521,560,105,0.7187
Pune,Kharadi,kharadi_it_park,Tuesday,21.43,0,0,Cloudy,27.5,0.1,10.89,car,50.0,0.8,40.0,0,400,65,335,339,81,0.9666
Pune,Kharadi,pict_campus,Tuesday,8.97,0,1,Rainy,30.8,1.0,24.54,scooter,50.0,0.96,48.0,0,500,95,405,412,121,0.6533
Pune,Magarpatta,seasons_mall,Monday,8.73,0,0,Cloudy,26.9,0.75,24.69,car,50.0,1.2,60.0,0,600,389,211,248,71,0.247
Pune,Hadapsar,amanora_mall,Saturday,22.87,1,0,Clear,27.9,0.294,6.47,car,50.0,0.8,40.0,0,800,111,689,701,220,0.75
Pune,Kharadi,kharadi_it_park,Wednesday,17.73,0,0,Clear,27.1,0.924,8.26,motorcycle,50.0,1.95,97.5,1,400,356,44,75,18,0.0597
Pune,Kharadi,eon_it_park,Thursday,13.92,0,1,Cloudy,25.0,0.405,3.0,car,50.0,0.8,40.0,0,350,95,255,262,110,0.8475
Pune,Kharadi,pict_campus,Wednesday,8.7,0,0,Rainy,28.7,1.0,0.61,motorcycle,50.0,2.34,117.0,1,500,490,10,70,3,0.02
Pune,Hadapsar,amanora_mall,Monday,21.47,0,0,Cloudy,34.7,0.1,11.18,car,50.0,0.8,40.0,0,800,98,702,715,219,0.8945
Pune,Magarpatta,seasons_mall,Tuesday,6.57,0,0,Cloudy,24.7,0.177,8.33,motorcycle,50.0,0.8,40.0,0,600,112,488,496,95,0.7281
Pune,Kharadi,eon_it_park,Saturday,18.23,1,0,Rainy,26.6,1.0,15.52,car,50.0,1.2,60.0,0,350,115,235,248,46,0.8624
Pune,Magarpatta,seasons_mall,Thursday,10.45,0,0,Rainy,26.0,0.945,22.81,car,50.0,1.44,72.0,0,600,468,132,160,22,0.0842
Pune,Hadapsar,amanora_mall,Sunday,13.78,1,0,Cloudy,38.4,0.439,16.67,car,50.0,1.0,50.0,0,800,308,492,525,220,0.5529
Pune,Kharadi,pict_campus,Wednesday,13.65,0,0,Cloudy,34.7,0.711,21.05,car,50.0,1.5,75.0,0,500,447,53,91,21,0.1177
Pune,Kharadi,eon_it_park,Tuesday,13.08,0,0,Cloudy,29.4,0.68,7.27,motorcycle,50.0,1.5,75.0,0,350,343,7,41,2,0.0681
Pune,Magarpatta,seasons_mall,Wednesday,21.05,0,0,Cloudy,31.4,0.356,3.76,motorcycle,50.0,0.8,40.0,0,600,104,496,510,201,0.8393
Pune,Kharadi,pict_campus,Tuesday,11.03,0,0,Cloudy,30.4,0.566,13.95,motorcycle,50.0,1.2,60.0,0,500,375,125,165,29,0.1852
Pune,Kharadi,kharadi_it_park,Saturday,11.03,1,0,Cloudy,27.3,0.678,4.51,scooter,50.0,1.0,50.0,0,400,165,235,247,40,0.6694
Pune,Kharadi,pict_campus,Tuesday,9.15,0,0,Cloudy,17.5,0.754,4.88,bicycle,50.0,1.5,75.0,0,500,490,10,77,2,0.02
Pune,Kharadi,kharadi_it_park,Wednesday,6.87,0,0,Cloudy,29.4,0.1,2.09,car,50.0,1.0,50.0,0,400,127,273,283,76,0.5889
Pune,Kharadi,kharadi_it_park,Thursday,20.35,0,0,Clear,16.4,0.435,21.0,car,50.0,1.0,50.0,0,400,123,277,291,70,0.6172
Pune,Magarpatta,seasons_mall,Saturday,6.5,1,0,Rainy,29.0,0.538,13.5,car,50.0,0.96,48.0,0,600,86,514,522,216,0.942
Pune,Kharadi,eon_it_park,Wednesday,11.3,0,0,Cloudy,18.3,0.761,3.67,motorcycle,50.0,1.5,75.0,0,350,280,70,104,11,0.2014
Pune,Kharadi,eon_it_park,Sunday,9.57,1,0,Clear,34.2,0.834,17.75,scooter,50.0,1.0,50.0,0,350,130,220,230,54,0.4693
Pune,Kharadi,pict_campus,Tuesday,10.88,0,0,Clear,37.9,0.705,2.02,car,50.0,1.5,75.0,0,500,486,14,38,5,0.02
Pune,Kharadi,kharadi_it_park,Sunday,12.85,1,0,Rainy,25.0,0.996,8.5,motorcycle,50.0,1.2,60.0,0,400,193,207,235,42,0.5841
Pune,Kharadi,eon_it_park,Friday,17.9,0,0,Clear,34.2,0.821,15.58,car,50.0,1.0,50.0,0,350,189,161,183,47,0.6391
Pune,Kharadi,eon_it_park,Thursday,7.33,0,0,Rainy,28.9,0.733,14.85,motorcycle,50.0,0.96,48.0,0,350,99,251,260,58,0.8627
Pune,Kharadi,kharadi_it_park,Saturday,16.07,1,0,Cloudy,26.2,0.52,21.22,scooter,50.0,0.8,40.0,0,400,117,283,293,75,0.7722
Pune,Hadapsar,amanora_mall,Thursday,21.05,0,0,Rainy,31.7,0.671,13.75,bicycle,50.0,0.96,48.0,0,800,115,685,694,232,0.9415
Pune,Kharadi,eon_it_park,Saturday,20.52,1,0,Clear,27.7,0.472,19.61,scooter,50.0,0.8,40.0,0,350,55,295,298,84,0.7171
Pune,Kharadi,kharadi_it_park,Thursday,9.62,0,0,Cloudy,24.2,0.733,14.7,scooter,50.0,1.5,75.0,0,400,392,8,47,2,0.0491
Pune,Hadapsar,amanora_mall,Tuesday,19.17,0,0,Cloudy,26.9,0.808,2.26,motorcycle,50.0,1.0,50.0,0,800,324,476,494,102,0.6919
Pune,Kharadi,pict_campus,Monday,8.58,0,0,Cloudy,24.1,0.918,2.46,scooter,50.0,1.5,75.0,0,500,490,10,42,2,0.02
Pune,Hadapsar,amanora_mall,Monday,14.37,0,0,Cloudy,28.5,0.603,16.7,motorcycle,50.0,1.2,60.0,0,800,551,249,316,60,0.372
Pune,Hadapsar,amanora_mall,Friday,11.95,0,0,Clear,30.3,0.426,1.73,scooter,50.0,1.2,60.0,0,800,507,293,330,75,0.2554
Pune,Hadapsar,amanora_mall,Monday,6.88,0,0,Cloudy,27.6,0.12,16.77,car,50.0,0.8,40.0,0,800,100,700,708,171,0.8555
Pune,Hadapsar,amanora_mall,Wednesday,6.68,0,0,Cloudy,26.7,0.1,3.91,car,50.0,0.8,40.0,0,800,176,624,645,264,0.7012
Pune,Kharadi,kharadi_it_park,Monday,19.12,0,0,Rainy,27.0,0.925,19.04,motorcycle,50.0,1.44,72.0,0,400,309,91,130,27,0.3692
Pune,Kharadi,kharadi_it_park,Thursday,16.0,0,0,Clear,25.5,0.471,18.89,scooter,50.0,1.5,75.0,0,400,392,8,53,2,0.02
Pune,Kharadi,pict_campus,Tuesday,15.27,0,0,Cloudy,32.8,0.628,15.31,car,50.0,1.95,97.5,1,500,490,10,42,3,0.1369
Pune,Magarpatta,seasons_mall,Monday,20.32,0,0,Clear,26.1,0.405,6.3,car,50.0,0.8,40.0,0,600,30,570,572,213,0.9032
Pune,Kharadi,pict_campus,Thursday,11.05,0,0,Cloudy,25.3,0.754,11.89,scooter,50.0,1.5,75.0,0,500,422,78,140,18,0.291
Pune,Magarpatta,seasons_mall,Sunday,12.42,1,0,Cloudy,25.3,0.646,3.95,car,50.0,1.3,65.0,1,600,194,406,430,127,0.6937
Pune,Hadapsar,amanora_mall,Monday,8.93,0,0,Cloudy,35.3,0.711,9.69,car,50.0,1.95,97.5,1,800,784,16,113,6,0.02
Pune,Magarpatta,seasons_mall,Wednesday,16.97,0,0,Cloudy,21.7,0.681,24.12,motorcycle,50.0,1.0,50.0,0,600,350,250,267,93,0.3917
Pune,Hadapsar,amanora_mall,Tuesday,12.27,0,0,Cloudy,33.8,0.597,3.95,motorcycle,50.0,1.95,97.5,1,800,784,16,59,4,0.0346
Pune,Kharadi,kharadi_it_park,Saturday,7.23,1,0,Clear,19.6,0.177,11.0,scooter,50.0,0.8,40.0,0,400,47,353,357,53,0.98
Pune,Kharadi,pict_campus,Friday,6.92,0,0,Cloudy,29.8,0.268,11.35,car,50.0,0.8,40.0,0,500,84,416,428,174,0.8137
Pune,Hadapsar,amanora_mall,Sunday,6.2,1,0,Clear,26.9,0.229,1.16,scooter,50.0,0.8,40.0,0,800,40,760,764,241,0.9777
Pune,Kharadi,eon_it_park,Tuesday,15.43,0,0,Cloudy,18.0,0.62,5.9,car,50.0,1.5,75.0,0,350,307,43,82,10,0.0903
Pune,Hadapsar,amanora_mall,Monday,21.43,0,0,Cloudy,16.7,0.1,2.84,scooter,50.0,0.8,40.0,0,800,210,590,615,228,0.7801
Pune,Kharadi,eon_it_park,Thursday,20.37,0,0,Clear,25.4,0.274,8.94,scooter,50.0,1.3,65.0,1,350,138,212,230,95,0.5029
Pune,Kharadi,eon_it_park,Friday,13.13,0,0,Rainy,29.5,0.701,22.4,bicycle,50.0,1.8,90.0,0,350,343,7,29,2,0.02
Pune,Hadapsar,amanora_mall,Monday,13.15,0,0,Cloudy,31.9,0.671,24.89,scooter,50.0,1.95,97.5,1,800,784,16,66,4,0.1609
Pune,Kharadi,kharadi_it_park,Thursday,15.1,0,0,Cloudy,27.8,0.657,8.76,scooter,50.0,1.5,75.0,0,400,375,25,68,7,0.0905
Pune,Magarpatta,seasons_mall,Monday,10.12,0,0,Cloudy,22.4,0.668,18.13,scooter,50.0,1.2,60.0,0,600,392,208,254,55,0.1069
Pune,Kharadi,pict_campus,Sunday,11.78,1,0,Cloudy,29.0,0.436,24.74,motorcycle,50.0,1.0,50.0,0,500,171,329,353,78,0.7669
Pune,Kharadi,pict_campus,Friday,16.67,0,0,Clear,29.3,0.444,1.33,scooter,50.0,1.2,60.0,0,500,366,134,158,35,0.3961
Pune,Kharadi,pict_campus,Tuesday,10.52,0,0,Rainy,31.6,1.0,17.11,car,50.0,1.8,90.0,0,500,490,10,78,2,0.0638
Pune,Kharadi,pict_campus,Thursday,19.75,0,0,Cloudy,28.2,0.839,4.12,motorcycle,50.0,1.56,78.0,1,500,373,127,147,22,0.3982
Pune,Magarpatta,seasons_mall,Thursday,17.8,0,0,Cloudy,21.7,0.948,22.08,scooter,50.0,1.56,78.0,1,600,407,193,217,76,0.3903
Pune,Hadapsar,amanora_mall,Monday,21.65,0,0,Cloudy,17.6,0.356,6.59,car,50.0,1.04,52.0,1,800,188,612,629,119,0.7075
Pune,Kharadi,kharadi_it_park,Friday,20.17,0,0,Clear,16.6,0.313,9.45,motorcycle,50.0,1.0,50.0,0,400,132,268,283,115,0.7089
Pune,Kharadi,eon_it_park,Saturday,17.98,1,0,Cloudy,31.5,0.815,7.41,car,50.0,0.8,40.0,0,350,69,281,284,112,0.812
Pune,Hadapsar,amanora_mall,Friday,18.8,0,0,Cloudy,28.8,0.966,6.74,motorcycle,50.0,1.56,78.0,1,800,513,287,313,74,0.411
Pune,Hadapsar,amanora_mall,Wednesday,18.0,0,0,Cloudy,27.9,0.95,14.01,bicycle,50.0,1.0,50.0,0,800,424,376,414,117,0.5715
Pune,Kharadi,kharadi_it_park,Tuesday,16.73,0,0,Clear,20.3,0.442,13.06,motorcycle,50.0,1.5,75.0,0,400,392,8,34,1,0.1095
Pune,Hadapsar,amanora_mall,Monday,19.72,0,0,Rainy,25.2,1.0,10.17,bicycle,50.0,1.44,72.0,0,800,534,266,333,67,0.5205
Pune,Kharadi,kharadi_it_park,Tuesday,15.73,0,0,Cloudy,30.0,0.493,17.8,motorcycle,50.0,1.5,75.0,0,400,363,37,75,16,0.02
Pune,Kharadi,kharadi_it_park,Friday,14.37,0,0,Cloudy,25.1,0.593,18.18,bicycle,50.0,1.5,75.0,0,400,364,36,66,14,0.02
Pune,Kharadi,eon_it_park,Sunday,11.37,1,0,Clear,21.3,0.664,11.01,bicycle,50.0,0.8,40.0,0,350,103,247,261,70,0.6654
Pune,Kharadi,pict_campus,Monday,10.27,0,0,Cloudy,20.6,0.788,15.41,scooter,50.0,1.5,75.0,0,500,490,10,73,1,0.02
Pune,Hadapsar,amanora_mall,Wednesday,11.72,0,0,Clear,18.4,0.436,8.26,bicycle,50.0,1.2,60.0,0,800,630,170,229,75,0.2721
Pune,Kharadi,pict_campus,Tuesday,11.02,0,0,Clear,38.0,0.41,12.6,motorcycle,50.0,1.5,75.0,0,500,424,76,104,16,0.1085
Pune,Magarpatta,seasons_mall,Tuesday,20.43,0,0,Cloudy,28.0,0.213,23.94,scooter,50.0,0.8,40.0,0,600,90,510,517,76,0.7501
Pune,Kharadi,pict_campus,Monday,10.08,0,0,Cloudy,20.5,0.765,13.31,scooter,50.0,1.5,75.0,0,500,490,10,71,2,0.02
Pune,Kharadi,pict_campus,Monday,20.23,0,0,Cloudy,30.6,0.431,11.23,car,50.0,0.8,40.0,0,500,58,442,447,91,0.9613
Pune,Magarpatta,seasons_mall,Saturday,14.08,1,0,Clear,17.1,0.716,9.55,scooter,50.0,0.8,40.0,0,600,150,450,460,169,0.7168
Pune,Magarpatta,seasons_mall,Sunday,12.35,1,0,Clear,17.0,0.782,13.5,bicycle,50.0,0.8,40.0,0,600,121,479,494,143,0.9444
Pune,Kharadi,pict_campus,Wednesday,17.72,0,0,Clear,41.9,0.915,13.21,bicycle,50.0,1.0,50.0,0,500,249,251,265,112,0.6928
Pune,Kharadi,eon_it_park,Monday,8.03,0,0,Clear,25.9,0.749,8.91,scooter,50.0,1.5,75.0,0,350,343,7,39,2,0.02
Pune,Hadapsar,amanora_mall,Friday,7.53,0,0,Cloudy,16.1,0.484,3.94,motorcycle,50.0,0.8,40.0,0,800,193,607,621,170,0.8993
Pune,Hadapsar,amanora_mall,Thursday,21.62,0,0,Clear,25.0,0.1,8.4,motorcycle,50.0,0.8,40.0,0,800,206,594,608,197,0.7792
Pune,Kharadi,pict_campus,Tuesday,14.12,0,0,Cloudy,26.7,0.622,6.25,motorcycle,50.0,1.2,60.0,0,500,387,113,152,37,0.2643
Pune,Kharadi,kharadi_it_park,Saturday,21.77,1,0,Cloudy,29.6,0.186,15.12,scooter,50.0,0.8,40.0,0,400,41,359,364,132,0.8254
Pune,Kharadi,pict_campus,Wednesday,19.45,0,0,Cloudy,30.8,0.687,17.36,motorcycle,50.0,1.0,50.0,0,500,285,215,252,80,0.4031
Pune,Kharadi,pict_campus,Monday,6.12,0,0,Rainy,28.0,0.62,3.9,scooter,50.0,0.96,48.0,0,500,106,394,407,77,0.922
Pune,Magarpatta,seasons_mall,Monday,13.33,0,0,Cloudy,30.2,0.609,17.54,car,50.0,1.2,60.0,0,600,402,198,247,56,0.2794
Pune,Kharadi,pict_campus,Friday,11.47,0,0,Cloudy,29.7,0.582,10.25,car,50.0,1.95,97.5,1,500,490,10,77,2,0.1197
Pune,Kharadi,eon_it_park,Sunday,9.1,1,0,Clear,22.9,0.73,11.21,car,50.0,1.0,50.0,0,350,152,198,209,40,0.5572
Pune,Magarpatta,seasons_mall,Friday,13.42,0,0,Clear,26.4,0.625,18.44,car,50.0,1.95,97.5,1,600,572,28,57,10,0.1453
Pune,Kharadi,kharadi_it_park,Thursday,18.25,0,0,Cloudy,36.4,0.851,15.65,scooter,50.0,1.2,60.0,0,400,261,139,169,30,0.3241
Pune,Magarpatta,seasons_mall,Tuesday,16.57,0,0,Cloudy,20.7,0.474,19.66,car,50.0,1.0,50.0,0,600,351,249,275,80,0.3024
Pune,Kharadi,pict_campus,Sunday,18.87,1,0,Cloudy,29.7,0.865,10.87,car,50.0,0.8,40.0,0,500,124,376,384,115,0.98
